caseid,StudyID,year,study,es,se,yearsafter,impactfactor,citationindex,Dynamic,Innovative industry,Industry,Study,Journals,Firm 1,Firm 2
38,US12,2000,Haas-Wilson & Garmon 2011,-2.3,1.033336636,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-2.6,1.453538862,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
38,US12,2000,Haas-Wilson & Garmon 2011,-2.7,1.213047355,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Provena St. Therese Medical Center,Victory Memorial Hospital
39,US13,2003,Gayle 2008,1.8,0.0017,1,1.5,72,0,0,Airlines,Gayle 2008,J L AND ECON,Delta,"Northwest, Continental"
40,US14,2005,Silvia & Taylor 2010,0.01,0.009118541,2,0.36,12,0,0,Petroleum,Silvia & Taylor 2010,INT’L J ECON BUS,Valero,Promcor
41,US14,2004,Silvia & Taylor 2010,0.01,0.009118541,1,0.36,12,0,0,Petroleum,Silvia & Taylor 2010,INT’L J ECON BUS,Sunoco,El Paso’s Eagle Point refinery
42,US15,2006,Ashenfelter et al. 2011,2.4,0.8,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,1.4,0.7,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-4.4,2.1,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,0.8,0.9,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-5.5,1.8,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,7.3,3,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-4,2.7,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-4.7,1.3,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,3,1.1,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,8.2,1.5,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-4.5,2.5,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-2.6,1.7,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,0.8,0.8,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-0.2,4,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,0.6,1.7,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
42,US15,2006,Ashenfelter et al. 2011,-1.4,1.4,2,4.28,53,0,1,Home appliances,Ashenfelter et al. 2011,AM ECON J-ECON POL,Maytag,Whirlpool
43,EU11,2012,LEAR 2015,0.00379,0.028,1,0.3,4,0,0,Supermarkets,LEAR 2015,WP,Jumbo,C1000
44,EU12,2006,Duso et al 2015,-6,1.254802465,3,0.3,0,0,0,Energy,Duso et al 2015,WP,GDF,Suez
45,EU13,2006,European Commission 2015,-11,4.27184466,1,0.3,4,0,1,Telecoms,European Commission 2015,EUROPEAN COMMISSION,T-Mobile,tele.ring
46,EU13,2007,European Commission 2015,13,5.048543689,1,0.3,4,0,1,Telecoms,European Commission 2015,EUROPEAN COMMISSION,T-Mobile,Orange
47,US16,1999,Armantier & Richard (2006),-3.2,10.5,1,0.3,37,0,0,Airlines,Armantier & Richard (2006),Advances in Airline Economics,Continental,Northwest
48,US17,1999,Simpson & Taylor 2008,0.01,0.009118541,1,1.5,62,0,0,Petroleum,Simpson & Taylor 2008,J L AND ECON,Marathon Ashland Petroleum,Ultramar Diamond Shamrock
49,US18,1998,Taylor & Hosken 2007,-0.21,0.93,1,1.13,87,1,0,Petroleum,Taylor & Hosken 2007,J INDUS ECON,Marathon (Fairfax - retail average),Ashland Petroleum
49,US18,1998,Taylor & Hosken 2007,-0.09,1.6,2,1.13,87,1,0,Petroleum,Taylor & Hosken 2007,J INDUS ECON,Marathon (Fairfax - retail average),Ashland Petroleum
49,US18,1998,Taylor & Hosken 2007,0.12,0.74,1,1.13,87,1,0,Petroleum,Taylor & Hosken 2007,J INDUS ECON,Marathon (Richmond - retail average),Ashland Petroleum
49,US18,1998,Taylor & Hosken 2007,0.95,1.33,2,1.13,87,1,0,Petroleum,Taylor & Hosken 2007,J INDUS ECON,Marathon (Richmond - retail average),Ashland Petroleum
50,US19,1998,Thompson 2011,48.3,26,3,0.26,27,0,0,Hospitals,Thompson 2011,INT’L J ECON BUS,New Hanover,Cape Fear
50,US19,1998,Thompson 2011,51.6,16.4,3,0.26,27,0,0,Hospitals,Thompson 2011,INT’L J ECON BUS,New Hanover,Cape Fear
50,US19,1998,Thompson 2011,7.3,7.9,3,0.26,27,0,0,Hospitals,Thompson 2011,INT’L J ECON BUS,New Hanover,Cape Fear
50,US19,1998,Thompson 2011,-35,11.5,3,0.26,27,0,0,Hospitals,Thompson 2011,INT’L J ECON BUS,New Hanover,Cape Fear
51,US20,1997,Hosken Silvia Taylor 2011,-3.59,0.48,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,-0.26,0.26,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,-0.68,1.17,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,-1.23,0.28,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,-1.34,0.47,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,1.39,0.3,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,0.16,1.14,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
51,US20,1997,Hosken Silvia Taylor 2011,0.51,0.3,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,Tosco,Unocal
52,US20,2000,Hosken Silvia Taylor 2011,-2.87,0.27,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-3.96,0.38,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-4.05,1.55,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-4.59,0.25,1,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,0.52,0.24,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-0.55,0.32,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-4.43,1.82,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
52,US20,2000,Hosken Silvia Taylor 2011,-7.33,0.37,2,4.28,23,1,0,Petroleum,Hosken Silvia Taylor 2011,AM ECON REV,UDS,Tosco
53,US21,1997,GAO2004,-0.89,0.345631068,1,0.3,2,0,0,Petroleum,GAO2004,GAO,UDS ,Total
53,US21,1997,GAO2004,-1.25,0.485436893,1,0.3,2,0,0,Petroleum,GAO2004,GAO,UDS ,Total
54,US21,1998,GAO2004,0.7,0.27184466,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Marathon Ashland Petroleum,Ashland
54,US21,1998,GAO2004,0.39,0.151456311,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Marathon Ashland Petroleum,Ashland
55,US21,1998,GAO2004,0.99,0.384466019,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Shell,Texaco I
55,US21,1998,GAO2004,1.13,0.438834951,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Shell,Texaco I
56,US21,1998,GAO2004,-1.77,0.687378641,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Shell,Texaco II
56,US21,1998,GAO2004,-1.24,0.481553398,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Shell,Texaco II
57,US21,1998,GAO2004,0.4,0.155339806,1,0.3,2,0,0,Petroleum,GAO2004,GAO,BP,Amoco
57,US21,1998,GAO2004,0.97,0.376699029,1,0.3,2,0,0,Petroleum,GAO2004,GAO,BP,Amoco
58,US21,1999,GAO2004,1.38,0.53592233,1,0.3,2,0,0,Petroleum,GAO2004,GAO,MAP,UDS
58,US21,1999,GAO2004,2.63,1.021359223,1,0.3,2,0,0,Petroleum,GAO2004,GAO,MAP,UDS
59,US21,2000,GAO2004,3.71,1.440776699,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Exxon,Mobil
59,US21,2000,GAO2004,5,1.941747573,1,0.3,2,0,0,Petroleum,GAO2004,GAO,Exxon,Mobil
60,US22,1995,"Bamberger, Carlton, Neumann 2004",-8.2,3.684069744,1,0.3,14,0,0,Airlines,"Bamberger, Carlton, Neumann 2004",The Antitrust Revolution,Continental,America West
61,US22,2003,"Bamberger, Carlton, Neumann 2004",-5.1,2.29131167,1,0.3,14,0,0,Airlines,"Bamberger, Carlton, Neumann 2004",The Antitrust Revolution,Northwest,Alaska
62,US23,1991,McCabe 2002,5.12,1.7,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Reed Elsevier,Pergamon
62,US23,1991,McCabe 2002,20.78,2.58,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Reed Elsevier,Pergamon
63,US23,1990,McCabe 2002,2.1,2.535,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer,Lippincott
63,US23,1990,McCabe 2002,15.72,4.55,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer,Lippincott
64,US23,1998,McCabe 2002,14.702,2.535,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer/Thomson,Waverly/Plenum
64,US23,1998,McCabe 2002,3.03,2.585,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer/Thomson,Waverly/Plenum
64,US23,1998,McCabe 2002,7.5,1.35,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer/Thomson,Waverly/Plenum
64,US23,1998,McCabe 2002,3,1.74,2,4.28,98,0,0,Law journal,McCabe 2002,AM ECON REV,Wolters Kluwer/Thomson,Waverly/Plenum
65,US23,1998,McCabe 2002,7,2.27,2,4.28,98,0,0,Scientific journal,McCabe 2002,AM ECON REV,Harcourt/Churchill Livingstone,Mosby
65,US23,1998,McCabe 2002,4,2.9,2,4.28,98,0,0,Scientific journal,McCabe 2002,AM ECON REV,Harcourt/Churchill Livingstone,Mosby
65,US23,1998,McCabe 2002,2,3,2,4.28,98,0,0,Scientific journal,McCabe 2002,AM ECON REV,Harcourt/Churchill Livingstone,Mosby
66,US24,1987,Kwoka & Shumilkina 2010,5.5,3.074793747,2,1.13,76,0,0,Airlines,Kwoka & Shumilkina 2010,J INDUS ECON,USAir,Piedmont
67,US25,2013,Guardado et al.,14.68281485,5.548460216,1,0.3,12,0,0,Health care,Guardado et al.,HEALTH MAN POL & INNOV,United Health Group,Sierra Health Services
68,US26,2013,Luo,2.3,0.6,2,0.52,39,0,0,Airlines,Luo,REW IND ECON,Delta,Nortwest
